CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
73159000;Partes de outras correntes e cadeias, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73160000;Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73170010;Tachas, mesmo com a cabeça de outra matéria, exceto cobre, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73170020;Grampos de fio curvado, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73170030;Pontas ou dentes para máquinas têxteis, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73170090;Pregos, percevejos e artefatos semelhantes, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181100;Tira-fundos (roscados), de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181200;Outros parafusos de ferro fundido/ferro/aço, para madeira;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181300;Ganchos e armelas, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181400;Parafusos perfurantes, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181500;Outros parafusos e pinos ou pernos, mesmo com as porcas e arruelas, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181600;Porcas de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73181900;Outros artefatos roscados, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73182100;Arruelas de pressão e outras arruelas de segurança, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73182200;Outras arruelas de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73182300;Rebites de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73182400;Chavetas, cavilhas e contrapinos ou troços, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73182900;Outros artefatos não roscados, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73191000;Agulhas de costura, cerzir ou bordar, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73192000;Alfinetes de segurança, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73193000;Outros alfinetes de uso manual, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73194000;Alfinetes de seguranca e outros alfinetes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73199000;Outras agulhas/artefatos semelhantes, de uso manual, de ferro/aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73201000;Molas de folhas e suas folhas, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73202010;Molas helicoidais cilíndricas, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73202090;Outras molas helicoidais de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73209000;Outras molas de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73211100;Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis gasosos, ou a gás e outros combustíveis;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73211200;Aparelhos para cozinhar e aquecedores de pratos, de ferro fundido, ferro ou aço, a combustíveis líquidos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73211300;Aparelhos para cozinhar/aquecer, de ferro, etc, combustível sólido;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73211900;Outros aparelhos para cozinhar e aquecedores de pratos, incluindo os aparelhos a combustíveis sólidos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73218100;Outros aquecedores, etc, de ferro/aço, a combustíveis gasosos, ou a gás e outros combustíveis;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73218200;Outros aquecedores, etc, de ferro/aço, a combustíveis líquidos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73218300;Outros aquecedores, etc, de ferro/aço, a combustível sólido;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73218900;Outros aparelhos, incluindo os aparelhos a combustíveis sólidos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73219000;Partes de aparelhos para cozinhar, etc, de ferro/aço, não elétrico;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73221100;Radiadores para aquecimento central, não elétrico, partes, de ferro fundido;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73221900;Radiadores para aquecimento central, não elétrico, partes, de ferro/aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73229000;Geradores, etc, não elétrico, e partes, de ferro fundido/ferro/aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73229010;Geradores de ar quente a combustível líquido, utilizados em veículos automóveis;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73229090;Outros geradores, etc. não elétrico, de ferro fundido, ferro, aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73231000;"Palha de ferro ou aço; esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento ou usos semelhantes";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73239100;Outros artefatos domésticos, de ferro fundido, não esmaltados, e partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73239200;Outros artefatos domésticos, de ferro fundido, esmaltados, e partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73239300;Outros artefatos domésticos, de aços inoxidáveis, e partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73239400;Outros artefatos domésticos, de ferro ou aço, esmaltados, e partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73239900;Outros artefatos domésticos, de ferro fundido, ferro ou aço, e partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73241000;Pias e lavatórios, de aços inoxidáveis;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73242100;Banheiras de ferro fundido, mesmo esmaltadas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73242900;Outras banheiras de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73249000;Outros artefatos de higiene e toucador, de ferro ou aço,  incluindo as partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73251000;Outras obras moldadas de ferro fundido, não maleável;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73259100;Esferas e artefatos semelhantes, para moinhos, moldadas, de ferro fundido, ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73259910;Outras obras moldadas, de aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73259990;Outras obras moldadas, de ferro fundido ou ferro;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73261100;Esferas e artefatos semelhantes, para moinhos, simplesmente forjadas ou estampadas, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73261900;Outras obras simplesmente forjadas ou estampadas, de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73262000;Obras de fios de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73269000;Outras obras de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73269010;Calotas elípticas de aço ao níquel utilizadas na fabricação de recipientes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
73269090;Outras obras de ferro ou aço;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74010000;"Mates de cobre; cobre de cementação (precipitado de cobre)";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74011000;Mates de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74012000;Cobre de cementação (precipitado de cobre);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74020000;"Cobre não refinado; ânodos de cobre para refinação eletrolítica";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74031100;Cátodos e seus elementos de cobre refinado, em formas brutas;1509;Catodos de cobre;Cátodos de cobre;Copper cathodes;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74031200;Barras para obtenção de fios (wire-bars), de cobre refinado, em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74031300;Palanquilhas (billets) de cobre refinado, em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74031900;Outros produtos de cobre refinado, em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74032100;Ligas de cobre à base de cobre-zinco (latão), em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74032200;Ligas de cobre à base de cobre-estanho (bronze), em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74032300;Ligas de cobre-niquel/cobre-niquel-zinco,  em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74032900;Outras ligas de cobre (exceto ligas-mãe da posição 74.05), em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74040000;Desperdícios e resíduos, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74050000;Ligas-mães de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74061000;Pós de cobre, de estrutura não lamelar;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74062000;"Pós de estrutura lamelar; escamas; de cobre";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74071010;Barras de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74071021;Perfis ocos de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74071029;Outros perfis de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072110;Barras de ligas à base de cobre-zinco (latão);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072120;Perfis de ligas  à base de cobre-zinco (latão);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072210;Barras de ligas de cobre-níquel ou cobre-níquel-zinco;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072220;Perfis de ligas de cobre-níquel ou cobre-níquel-zinco;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072910;Outras barras de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072921;Outros perfis ocos de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74072929;Outros perfis de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74081100;Fios de cobre refinado, com a maior dimensão da seção transversal superior a 6 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74081900;Outros fios de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74082100;Fios de ligas à base de cobre-zinco (latão);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74082200;Fios de ligas à base de cobre-níquel (cuproníquel) ou de cobre-níquel-zinco (maillechort);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74082911;Fios de ligas de cobre-estanho (bronze) fosforoso;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74082919;Outros fios de ligas de cobre-estanho (bronze);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74082990;Outros fios de ligas de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74091100;Chapas e tiras, de cobre refinado, de espessura superior a 0,15 mm, em rolos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74091900;Outras chapas e tiras, de cobre refinado,de espessura superior a 0,15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74092100;Chapas e tiras de ligas à base de cobre-zinco (latão, de espessura superior a 0,15 mm, em rolos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74092900;Outras chapas e tiras, de ligas à base de cobre-zinco (latão), de espessura superior a 0,15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74093100;Chapas e tiras de ligas cobre-estanho, espessura > 0.15 mm, em rolos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74093111;Chapas de ligas à base de cobre-estanho (bronze), de espessura superior a 0,15 mm, revestidas de plástico, com uma camada intermediária de liga de cobre-estanho ou cobre-estanho-chumbo, aplicada por sinterização;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74093119;Outras chapas de ligas à base de cobre-estanho (bronze), de espessura superior a 0,15 mm, em rolos, revestidas de plástico;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74093190;Outras chapas de ligas à base de cobre-estanho (bronze), de espessura superior a 0,15 mm, em rolos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74093900;Outras chapas e tiras, de ligas  à base de cobre-estanho (bronze), de espessura superior a 0,15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74094010;Chapas e tiras de ligas à base de cobre-níquel (cuproníquel) ou de cobre-níquel-zinco (maillechort), de espessura superior a 0,15 mm, em rolos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74094090;Outras chapas e tiras de ligas à base de cobre-níquel (cuproníquel) ou de cobre-níquel-zinco (maillechort), de espessura superior a 0,15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74099000;Chapas e tiras, de outras ligas de cobre, de espessura superior a 0,15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101110;Folha de cobre refinado sem suporte, espessura <= 0.7 mm, pureza >= 99,85%;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101111;Folha de cobre refinado sem suporte, espessura <= 0,04 mm, pureza >= 99,85%;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101112;Folha de cobre, de espessura inferior ou igual a 0,04 mm e uma resistividade elétrica inferior ou igual a 0,017241 ohm.mm2/m;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101113;Outras folhas de cobre, de espessura inferior ou igual a 0,04 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101119;Folha de cobre refinado sem suporte, espessura > 0,04 mm e < 0,07 mm, pureza > 99,85=%;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101190;Outras folhas/tiras, de cobre refinado, sem suporte, espessura <= 0.15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74101200;Folha e tira, de ligas de cobre, sem suporte, espessura <= 0.15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74102110;Folha de cobre refinado, com suporte isolante de resina epóxida e fibra de vidro, dos tipos utilizados para circuitos impressos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74102120;Folha de cobre refinado, com espessura superior a 0,012 mm, sobre suporte de poliéster ou poliimida e com espessura total, incluindo o suporte, inferior ou igual a 0,195 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74102130;Folha de cobre, om suporte isolante de resina fenólica e papel, dos tipos utilizados para circuitos impressos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74102190;Outras folhas/tiras, de cobre refinado com suporte, espessura <= 0.15 mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74102200;Folha e tira, de ligas de cobre, com suporte, espessura <= 0.15mm;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74111010;Tubos de cobre refinado, não aletados nem ranhurados;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74111090;Outros tubos de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112110;Tubos de ligas de cobre-zinco, não aletados, não ranhurados;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112190;Outros tubos de ligas de cobre-zinco;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112210;Tubos de ligas à base de cobre-níquel (cuproníquel) ou de cobre-níquel-zinco (maillechort), não aletados não ranhurados;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112290;Outros tubos de ligas de cobre-níquel/cobre-níquel-zinco;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112910;Tubos de outras ligas de cobre, não aletados não ranhurados;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74112990;Tubos de outras ligas de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74121000;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de cobre refinado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
